,_1
4752,"['nsw', 'leaders', 'wrap', 'election', 'campaigns']"
4753,"['fallen', 'soldiers', 'back', 'australia']"
4754,"['water', 'authorities', 'hold', 'flow', 'predictions']"
4755,"['airnorth', 'pulls', 'bali', 'looks', 'new', 'routes']"
4756,"['cameron', 'smith', 'applauds', 'paul', 'gallen', 'state', 'origin', 'milestone']"
4757,"['high', 'demand', 'sees', 'tourists', 'turned', 'away']"
4758,"['vanuatu', 'opposition', 'demand', 'resignation', 'pm', 'sato']"
4759,"['abalone', 'firm', 'hopes', 'net', 'asian', 'business']"
4760,"['paracetamol', 'effective', 'treating', 'osteoarthritis']"
4761,"['renmark', 'country', 'club', 'fire', 'costs', '18000']"
4762,"['germany', 'continue', 'afghan', 'mission', 'despite']"
4763,"['big', 'increase', 'afl', 'positive', 'drug', 'tests']"
4764,"['mini', 'tornado', 'hits', 'cyclone', 'carlos', 'looms']"
4765,"['rural', 'health', 'buckling', 'pressure']"
4766,"['vic', 'country', 'hour', '11', 'december', '2013']"
4767,"['inglewood', 'farms', 'administration']"
4768,"['australian', 'farmers', 'worried', 'theyll', 'lose', 'japan', 'trade']"
4769,"['greens', 'question', 'brighton', 'incinerator', 'health', 'impacts']"
4770,"['port', 'hedland', 'rejected', 'due', 'dust', 'concerns']"
4771,"['nz', 'opposition', 'welcomes', 'election', 'date']"
4772,"['floods', 'used', 'social', 'networks', 'study']"
4773,"['kyogle', 'manus', 'women']"
4774,"['council', 'denied', 'upper', 'house', 'access', 'bid', 'stop']"
4775,"['nationals', 'demand', 'tougher', 'telstra']"
4776,"['hot', 'times', 'continue', 'new', 'england', 'district']"
4777,"['growth', 'pressures', 'bundaberg', 'infrastructure']"
4778,"['bushfire', 'may', 'cry', 'help']"
4779,"['accused', 'fisherman', 'supplies', 'diners']"
4780,"['wine', 'glut', 'leads', '21m', 'hangover', 'tandou']"
4781,"['templeton', 'constructions', 'owes', 'creditors', '14m']"
4782,"['steel', 'proves', 'tough', 'fever']"
4783,"['hotel', 'hold', 'interrupted', 'police', 'patrol']"
4784,"['venables', 'turns', 'newcastle', 'gig']"
4785,"['england', 'ashes', 'momentum', 'erin', 'osborne']"
4786,"[""power's"", 'indy', 'dream', 'goes', 'flames']"
4787,"['forums', 'hear', 'call', 'student', 'disability']"
4788,"['weakened', 'wales', 'overruns', 'japan']"
4789,"['fourteen', 'executed', 'bodies', 'found', 'iraq']"
4790,"['passes', 'crime', 'asset', 'seizure', 'bill']"
4791,"['molik', 'brink', 'top', '10']"
4792,"['woodlands', 'twitter']"
4793,"['gunmen', 'kill', '21', 'iraq']"
4794,"['7', 'killed', 'burma', 'bus', 'explosion']"
4795,"['govt', 'working', 'hard', 'find', 'home', 'stranded', 'sheep']"
4796,"['god', 'didnt', 'create', 'universe', 'hawking']"
4797,"['guyana', 'police', 'probe', 'political', 'motive', 'ministers']"
4798,"['inspirational', 'gibson', 'farewelled', 'sydney']"
4799,"['vickers', 'desert', 'walk']"
4800,"['new', 'warnings', 'issued', 'possible', 'timor', 'violence']"
4801,"['hockey', 'slams', 'pms', 'budget', 'preview']"
4802,"['police', 'forces', 'alert', ""'dangerous'"", 'jail', 'escapee']"
4803,"['black', 'caviar', 'world', 'feet']"
4804,"['fire', 'gear']"
4805,"['37', 'bodies', 'recovered', 'colombia', 'mudslide']"
4806,"['nasa', 'moon', 'rocks', 'missing']"
4807,"['returning', 'mickelson', 'mentally', 'sharper']"
4808,"['shute', 'shield', 'grand', 'final', 'highlights', 'sydney']"
4809,"['front', 'court', 'accused', 'summons', 'shooting']"
4810,"['robson', 'hits', 'walcott', 'gamble']"
4811,"['pathology', 'service', 'job', 'cuts', 'confirmed']"
4812,"['monaghan', 'eight', 'weeks']"
4813,"['woman', 'gets', '244', 'compensation', 'korean', 'killing']"
4814,"['png', 'policeman', 'wants', 'community', 'support', 'fight']"
4815,"['drunk', 'prisoners', 'climb', 'jails', 'roof']"
4816,"['astronauts', 'blast', 'historic', 'mission']"
4817,"['nt', 'allow', 'home', 'grant', 'access', '18s']"
4818,"['police', 'threaten', 'cut', 'ties', 'indigenous']"
4819,"['research', 'aims', 'repel', 'sharks', 'prevent', 'deaths']"
4820,"['family', 'wins', 'compo', 'bid', 'meningococcal', 'death']"
4821,"['stradbroke', 'island', 'alert', 'amid', 'fire', 'threat']"
4822,"['community', 'braces', 'flooding', 'river', 'peaks']"
4823,"['vote', 'compass', 'right', 'left', 'leaning', 'electorates']"
4824,"['govt', 'moves', 'open', 'beds', 'townsville', 'hospital']"
4825,"['state', 'opposition', 'voice', 'concerns', 'grower']"
4826,"['us', 'senators', 'demand', 'guantanamo', 'resolution']"
4827,"['rosewarne', 'dwelling', 'demise', 'department', 'store']"
4828,"['grower', 'uses', 'report', 'findings', 'call', 'canker']"
4829,"['approves', 'ddt', 'use', 'malaria', 'control']"
4830,"['public', 'sinks', 'phone', 'tower', 'plan']"
4831,"['organisers', 'smile', 'ticket', 'sales', 'hit', 'target']"
4832,"['forced', 'acquisition', 'camps', 'back', 'cards']"
4833,"['duck', 'brought', 'crossbow']"
4834,"['alp', 'push', 'hardie', 'tax', 'exemption']"
4835,"['business', 'council', 'australia', 'spokeswoman', 'maria']"
4836,"['clifton', 'quadriplegics', 'response', 'tim', 'bowers', 'story']"
4837,"['gin', 'gin', 'car', 'crash']"
4838,"['nsw', 'govt', 'defends', 'child', 'sex', 'offence', 'investigation']"
4839,"['federal', 'government', 'tells', 'tasmanian', 'dairy', 'industry']"
4840,"['outback', 'councils', 'keen', 'fibre', 'optic', 'nbn', 'connection']"
4841,"['korea', 'tested', 'rockets', 'specialist']"
4842,"['king', 'island', 'sign', 'kyoto', 'protocol']"
4843,"['summary', 'geoffrey', 'boycott', 'wraps', 'day', 'two', 'durham']"
4844,"['persie', 'signs', 'three', 'year', 'deal', 'fenerbahce']"
4845,"['scientists', 'perfect', 'sandcastle', 'recipe']"
4846,"['yalata', 'sniffing', 'problem', 'ceduna', 'mayor']"
4847,"['bushmob', 'ready', 'ride']"
4848,"['major', 'drug', 'shortages', 'australian', 'hospitals', 'could', 'harm', 'patients']"
4849,"['police', 'called', 'aboriginal', 'protest', 'newcastle']"
4850,"['bakhtiyari', 'supporters', 'rally', 'adelaide']"
4851,"['deplaned', 'expressed', 'displeasure', 'ivanka', 'trump', 'onboard']"
4852,"['india', 'replace', 'south', 'africa', 'cricket', 'chokers']"
4853,"['bougainville', 'holds', 'funeral', 'first', 'president']"
4854,"['french', 'national', 'avoids', 'jail', 'whitsunday']"
4855,"['elderly', 'bashed', 'road', 'rage', 'incident']"
4856,"['black', 'caviar', 'speed', 'lightning']"
4857,"['pilot', 'escapes', 'injury', 'gyrocopter', 'crash']"
4858,"['huge', 'putt', 'clinches', 'european', 'tour', 'opener']"
4859,"['dollar', 'linked', 'euro', 'fortunes']"
4860,"['broker', 'fined', 'thousands', 'luxury', 'car', 'scam']"
4861,"['snow', 'ice', 'wreak', 'holiday', 'havoc']"
4862,"['violence', 'rising', 'ambulance', 'workers', 'limestone', 'coast']"
4863,"['pakistan', 'clean', 'sweep', 'zimbabweans']"
4864,"['49', 'drink', 'drivers', 'caught', 'christmas', 'period']"
4865,"['teen', 'sailor', 'alive', 'well']"
4866,"['16', 'afghanis', 'killed', 'clash', 'us', 'military']"
4867,"['unions', 'urge', 'pm', 'step', 'hardie', 'dispute']"
4868,"['genital', 'mutilation', 'doctor', 'found', 'guilty']"
4869,"['katter', 'party', 'wont', 'field', 'candidate', 'new', 'england']"
4870,"['ag', 'research', 'stations', 'undervalued']"
4871,"['china', 'frees', 'australian', 'spy']"
4872,"['thaksin', 'tells', 'thailand', 'red', 'shirt', 'opposition', 'play', 'dead']"
4873,"['newcastle', 'gets', 'funding', 'update', 'cancer', 'research', 'equipment']"
4874,"['lyon', 'likely', 'miss', 'origin']"
4875,"['experts', 'consider', 'pasture', 'feed', 'alternatives']"
4876,"['police', 'threaten', 'industrial', 'action', 'staffing']"
4877,"['six', 'arrested', 'fighting', 'hip', 'hop', 'concert']"
4878,"['texas', 'county', 'releases', 'video', 'rumors', 'sandra', 'bland', 'death']"
4879,"['britain', 'lifts', 'nairobi', 'flights', 'ban']"
4880,"['new', 'zealand', 'government', 'warned', 'protect', 'last']"
4881,"['cobb', 'welcomes', 'responsible', 'budget']"
4882,"['indonesia', 'silent', 'whether', 'import']"
4883,"['wa', 'government', 'plans', 'use', 'new', 'laws', 'target', 'lisa', 'scaffidi']"
4884,"['thai', 'peace', 'talks', 'start', 'malaysia']"
4885,"['front', 'court', 'accused', 'security', 'guard']"
4886,"['maestro', 'muti', 'quits', 'scala']"
4887,"['djokovic', 'keen', 'topple', 'federer']"
4888,"['asbestos', 'found', 'kingston']"
4889,"['injury', 'woes', 'bullets', 'quarter', 'final']"
4890,"['interview', 'lindsey', 'wright']"
4891,"['government', 'defends', 'flood', 'relief', 'payments', 'decision']"
4892,"['wentworth', 'awarded', 'lifetime', 'achievement', 'award']"
4893,"['nsw', 'public', 'school', 'enrolments', 'rise']"
4894,"['high', 'hopes', 'sheep', 'industry', 'turnaround']"
4895,"['giants', 'show', 'fight', 'eagles', 'soar']"
4896,"['eleventh', 'hour', 'lung', 'donation', 'saves', 'young', 'boy']"
4897,"['lee', 'sent', 'home', 'clarke', 'injured']"
4898,"['rates', 'set', 'equal', 'longest', 'period', 'stability', 'since', 'mid', '1990s']"
4899,"['families', 'remember', 'king', 'victims']"
4900,"['czech', 'pm', 'says', 'acdc', 'behind', 'road', 'hell', 'comment']"
4901,"['qantas', 'patrick', 'eye', 'ansetts', 'assets']"
4902,"['mutilated', 'bodies', 'dumped', 'mexican', 'highway']"
4903,"['residents', 'urged', 'power', 'earth', 'hour']"
4904,"['australians', 'clock', '190', 'billion', 'kms', 'road']"
4905,"['bus', 'crash', 'london', 'injures', 'several']"
4906,"['gm', 'canola', 'spill', 'sees', 'germinate']"
4907,"['public', 'sector', 'puts', 'treasurer', 'notice']"
4908,"['fruit', 'exports', 'indonesia']"
4909,"['guus', 'ready', 'take', 'world']"
4910,"['indigenous', 'rangers', 'muster', 'sell', 'camels']"
4911,"['conservationists', 'take', 'loggers', 'court']"
4912,"['drug', 'alcohol', 'liaison', 'service', 'handed', 'lifeline']"
4913,"['us', 'raid', 'kills', '10', 'including', 'children', 'iraqi', 'medics']"
4914,"['vff', 'fears', 'basin', 'plan', 'snub', 'windsor', 'findings']"
4915,"['shot', 'melbournes', 'west']"
4916,"['gunns', 'auspine', 'takeover', 'almost', 'complete']"
4917,"['india', 'remembers', 'rape', 'victim']"
4918,"['ocean', 'tsunamis', 'visible', 'space']"
4919,"['dead', 'two', 'injured', 'two', 'car', 'collision', 'maryland']"
4920,"['darius', 'boyd', 'could', 'sharks']"
4921,"['maroochy', 'mayor', 'stalked', 'court', 'finds']"
4922,"['mandatory', 'labels', 'fresh', 'produce', 'likely']"
4923,"['fiji', 'bureau', 'speaks', 'pacific', 'beat']"
4924,"['appears', 'court', 'charged', 'fatal', 'leichhardt', 'street', 'shoot']"
4925,"['force', 'determined', 'avoid', 'wooden', 'spoon']"
4926,"['levee', 'breaks', 'bank']"
4927,"['beattie', 'set', 'hospital', 'report', 'release', 'law']"
4928,"['police', 'lay', 'charges', 'mauling']"
4929,"['cobb', 'co', 'icon', 'feature', 'tourism', 'plans']"
4930,"['salvos', 'minister', 'claims', 'immigration', 'dept', 'breaching']"
4931,"['muay', 'thai', 'better', 'jack', 'osbourne']"
4932,"['cfa', 'battles', 'weekend', 'fires']"
4933,"['mysterious', 'whales', 'song', 'baffles', 'biologists']"
4934,"['asylum', 'seekers', 'testify', 'alleged', 'smugglers']"
4935,"['israeli', 'cabinet', 'approves', 'cease', 'fire', 'plan']"
4936,"['flooding', 'united', 'states', 'midwest', 'kills', '31']"
4937,"['wild', 'weather', 'causes', 'chaos', 'melbourne']"
4938,"['matthew', 'kills', '7', 'venezuela', 'flooding']"
4939,"['euros', 'climb', 'continues']"
4940,"['judge', 'sum', 'hanson', 'fraud', 'trial', 'next', 'week']"
4941,"['bashed', 'attackers', 'seek', 'drugs']"
4942,"['police', 'release', 'cctv', 'suspect', 'atm', 'bombers']"
4943,"['dr', 'haneefs', 'lawyer', 'peter', 'russo', 'abc', 'radio']"
4944,"['back', 'strain', 'forces', 'queen', 'elizabeth', 'cancel', 'visit']"
4945,"['kidnap', 'case', 'guilty', 'verdict']"
4946,"['nrl', 'exchanged', 'insider', 'information', 'drugs', 'prostitutes', 'police']"
4947,"['sadistic', 'sex', 'offender', 'avoids', 'indefinite', 'sentence']"
4948,"['10', 'afghan', 'cargo', 'plane', 'crash']"
4949,"['solo', 'rower', 'heading', 'land']"
4950,"['body', 'found']"
4951,"['community', 'approach', 'tackle', 'illicit', 'drug', 'problems']"
4952,"['$600k', 'colon', 'cancer', 'research']"
4953,"['australian', 'share', 'market', 'reaches', '11', 'month', 'peak']"
4954,"['isa', 'mayor', 'lobbies', 'bat', 'cull']"
4955,"['mt', 'rawdon', 'gold', 'performs', 'better', 'expected']"
4956,"['rita', 'causes', 'widespread', 'damage', 'deaths']"
4957,"['money', 'motive', 'murder', 'case', 'lie', 'court', 'told']"
4958,"['industrial', 'heritage', 'association', 'hoping', 'build', 'bhp', 'memorial']"
4959,"['yemen', 'troops', 'shoot', 'dead', 'protesters']"
4960,"['moylan', 'injured', 'panthers', 'lose', 'eels']"
4961,"['teachers', 'put', 'spotlight', 'school', 'violence']"
4962,"['ruralco', 'confirms', 'takeover', 'bid', 'elders']"
4963,"['nrn', 'farmers', 'meet']"
4964,"['new', 'study', 'looking', 'personalty', 'types', 'online', 'commenters']"
4965,"['reinforcements', 'sent', 'afghan', 'district', 'sangin', 'taliban', 'siege']"
4966,"['fierce', 'bombing', 'raids', 'hit', 'baghdad']"
4967,"['researcher', 'coastal', 'bio', 'diversity', 'appointed']"
4968,"['council', 'body', 'concerned', 'plannning']"
4969,"['582', 'australians', 'recognised', 'queens', 'birthday']"
4970,"['car', 'bomb', 'kills', '2', 'israeli', 'checkpoint']"
4971,"['somaliland', 'ravaged', 'crippling', 'drought']"
4972,"['jury', 'retires', 'ballarat', 'one', 'punch', 'trial']"
4973,"['rupert', 'murdoch', 'calls', 'peta', 'credlin', 'resign']"
4974,"['700', 'dead', 'syria', 'week', 'report', 'says']"
4975,"['exhibition', 'mark', '60th', 'anniversary', 'nuclear', 'testing']"
4976,"['africa', 'demands', 'compo', 'climate', 'chaos']"
4977,"['search', 'begins', 'accused', 'kidnappers']"
4978,"['nrl', 'interview', 'peter', 'wallace']"
4979,"['altar', 'boyz', 'rock', 'world', 'youth', 'day']"
4980,"['police', 'search', 'home', 'invasion']"
4981,"['cmc', 'report', 'says', 'tasers', 'positive', 'thing']"
4982,"['business', 'bone', 'donation']"
4983,"['concerns', 'aired', 'property', 'location', 'ruling']"
4984,"['wimmera', 'grain', 'harvest']"
4985,"['thompson', 'tips', 'record', 'spree', 'rome']"
4986,"['safety', 'review', 'melbourne', 'landmark']"
4987,"['search', 'missing', 'nursing', 'home']"
4988,"['detained', 'w', 'timorese', 'asylum', 'seekers']"
4989,"['cory', 'bernardi', 'profile', 'stand']"
4990,"['abc', 'presenters', 'remarks', 'prompt', 'call', 'apology']"
4991,"['wyong', 'verbal']"
4992,"['home', 'sales', 'continue', 'decline']"
4993,"['noosa', 'prepares', 'flooding']"
4994,"['joubert', 'stars', 'springboks', 'blacks']"
4995,"['bashed', 'nurse', 'looking', 'forward', 'work']"
4996,"['woman', 'back', 'jail', '32', 'years', 'run']"
4997,"['bendigo', 'schools', 'odds', 'pms', 'schools', 'stance']"
4998,"['congan', 'death', 'toll', 'could', 'exceed', '200', 'airport', 'sources']"
4999,"['act', 'hospital', 'bypass', 'figures']"
5000,"['victorian', 'government', 'green', 'lights', 'second', 'murray', 'river', 'crossing']"
5001,"['study', 'finds', 'crime', 'victims', 'rely', 'alcohol', 'drugs']"
5002,"['harriss', 'reax']"
5003,"['baum', 'time', 'whose', 'lives']"
5004,"['interview', 'mitchell', 'starc']"
5005,"['hussey', 'stars', 'chennai', 'wins', 'ipl']"
5006,"['three', 'given', 'life', 'jail', 'russian', 'train', 'bombings']"
5007,"['aussie', 'market', 'opens']"
5008,"['david', 'stratton', 'life', 'world', 'cinema']"
5009,"['farmer', 'year', 'finalist', 'jim', 'heal', 'wa', 'grain', 'grower']"
5010,"['court', 'jails', 'pair', 'bashing', 'robbing']"
5011,"['gould', '1057', 'abc', 'darwin']"
5012,"['us', 'probe', 'links', 'govt', 'ministers', 'iraq', 'oil', 'scandal']"
5013,"['new', 'ararat', 'mayor', 'elected']"
5014,"['wa', 'foreign', 'investment', 'tax', 'played', 'poynton', 'satterley']"
5015,"['accommodation', 'campdraft', 'royalty', 'sydney', 'easter', 'show']"
5016,"['fires', 'help', 'drive', 'new', 'farm', 'guidelines']"
5017,"['green', 'group', 'urges', 'protest', 'otways', 'timber']"
5018,"['makler', 'foreign', 'correspondent']"
5019,"['dispute', 'funding', 'rural', 'financial']"
5020,"['wa', 'country', 'hour', 'podcast', '7', 'october', '2014']"
5021,"['griffith', 'market']"
5022,"['spanish', 'bailout']"
5023,"['races', 'skirt']"
5024,"['afghan', 'pakistan', 'leaders', 'set', 'talks', 'militants']"
5025,"['western', 'australia', ""artists'"", 'eyes']"
5026,"['broome', 'property', 'sold', 'minutes']"
5027,"['rural', 'tas', 'zeehans', 'mining', 'fortunes']"
5028,"['gg', 'unveils', 'long', 'tan', 'cross']"
5029,"['aboriginal', 'education', 'funding', 'boost', 'announced']"
5030,"['greek', 'concerns', 'darwin', 'community']"
5031,"['back', 'flip', 'wood', 'chip', 'festival', 'ban']"
5032,"['aust', 'romp', 'victory', 'sri', 'lanka', 'crumble']"
5033,"['pm', 'warns', 'voting', 'simply', 'sake']"
5034,"['fatal', 'car', 'accident', 'canberra', 'hospital']"
5035,"['southern', 'stars', 'semis', 'despite', 'defeat']"
5036,"['hushovd', 'claims', 'first', 'win', 'year']"
5037,"['goward', 'husband', 'faces', 'court', 'guns']"
5038,"['goodwin', 'lifts', 'warriors', 'waca', 'swelters']"
5039,"['dam', 'construction', 'officially', 'begins']"
5040,"['play', 'dates', 'strong', 'friendships', 'kids', 'nursing', 'home', 'residents']"
5041,"['desert', 'wheelchair', 'trek', 'hits', 'halfway', 'mark']"
5042,"['parents', 'consider', 'legal', 'action', 'hospital', 'baby', 'death']"
5043,"['mayor', 'says', 'report', 'reveals', 'financial', 'spin', 'offs']"
5044,"['win', 'cuts', 'weekend', 'news']"
5045,"['extending', 'crime', 'commission', 'taskforce', 'intervention']"
5046,"['heat', 'floods']"
5047,"['charged', 'attempted', 'murder', 'siege']"
5048,"['nrls', 'two', 'referee', 'system', 'wins', 'support']"
5049,"['coach', 'services', 'axe']"
5050,"['rural', 'qld', 'drought', 'bale', 'campaign', '2006']"
5051,"['bonds', 'roger', 'moore', 'gets', 'star', 'walk', 'fame']"
5052,"['sugar', 'farm', 'etheridge']"
5053,"['nina', 'prediction', 'premature']"
5054,"['djokovic;', 'federer;', 'murguruza', 'progress', 'wimbledon', 'opening']"
5055,['lapkinhamza']
5056,"['teen', 'stabbed', 'two', 'expected', 'charges']"
5057,"['aboriginal', 'flag', 'condoms', 'win', 'health', 'award']"
5058,"['indigenous', 'nrm', 'traineeship']"
5059,"['casino', 'licences', 'offer', 'qld']"
5060,"['howard', 'represent', 'australia', ""thatcher's"", 'funeral']"
5061,"['expert', 'highlights', 'problems', 'waste', 'plan', 'plan']"
5062,"['misled', 'abuse', 'howard']"
5063,"['mayor', 'understands', 'jeparit', 'water', 'frustration']"
5064,"['daniel', 'andrews', 'ambulance', 'response', 'times', 'fact', 'check']"
5065,"['bomb', 'explodes', 'outside', 'ireland', 'court', 'police']"
5066,"['burnett', 'changes', 'hands', 'others', 'stay']"
5067,"['rural', 'womens', 'award', 'finalist', 'jackie', 'jarvis']"
5068,"['social', 'fuel']"
5069,"['state', 'government', 'says', 'wants', 'empower']"
5070,"['vff', 'pledges', 'assistance', 'farmers']"
5071,"['rates', 'pmopener']"
5072,"['attacks', 'police', 'station', 'axe']"
5073,"['carmakers', 'warn', 'axing', 'fringe', 'benefits', 'tax']"
5074,"['drought', 'timber']"
5075,"['swim', 'coach', 'jacco', 'verhaeran', 'nerves', 'played', 'role']"
5076,"['gisborne', 'building', 'site', 'mishap', 'investigation']"
